Dokuman_Numarasi,Tweet_Metni,Gercek_Duygu_Sinifi,Gercek_Urunhiz_Sinifi
D23749,bu dakikate yemek sepetinden sipariş verdik allahım affet kilo aldırma yarabbi,1,2
D23750,fav lahmacuncum yemek sepetinde yok defasında on dakika telefonla sipariş verip konum tarifi yapıyorum lahmacunu iyi yapmasalar katlanamam asla,0,0
D23751,sipariş tarihi 26 09 2020 - 00 10 tarihinde sipariş verdim 00 50 siparişi verdiğim marka tarafından aranıp yemek kartı cihazlarımız arızalı kredi kartı lira ödeyebilir dönüş aldım tam olarak 40 dakika bekledikten sonra,0,0
D23752,acıktım dediğim anda benden habersiz yemek sepetinden sipariş verip hasadetye yollayan sevgili tahmini zaman hayatımda olacaksın,1,2
D23753,beyler askerde yemek sepetinden sipariş verebiliyoruz,1,2
D23754,şişli yemek sepetinden sipariş verebileceğim vegan tatlı önerisi arıyorum hornetten çağırmak istediğim yok  ,2,2
D23755,az getir etmeye çalıştım ettim ölüm fermanımı imzaladım belli değil,0,2
D23756,eskişehir yeni ıslak hamburgerci açılmış yeni yemek yemiştim sipariş verdim hayvanım,1,2
D23757,az once getir yemek uzerinden siparis verdigim kadayif yemeyeli rengi cok degismis,0,1
D23758,bunu dedikten yemek siparis ettim yemegimi bekliyorum,2,2
D23759, kazandığımız sipariş puanlama puanlarıyla yemek alamıyoruz muhtar adayı olmak istemiyorum 3 kere edince bişey kazanmak istiyorum düşünebilir lütfen,0,0
D23760,hesapta 37 lira vardır 30 liralık etmişimdir,2,2
D23761,yemek sepetinden sipariş veremiycez numaramızı alıp telefon atmayın aptal oçlar sizi,0,0
D23762,evde yemek işler bakıyor yıldım yiyeceğimize karar veriyorum kere sipariş versen,0,2
D23763,gerçekten param bitiyor anlamıyorum gezmiyorum alışveriş yapmıyorum etmiyorum param bitiyor,0,2
D23764,komşunun kızı babasına sipariş veriyor baba gelirken adet ahtapot al babası ahtapotu kızım deyince pişirip yemek öncede makaron almak alışverişe gittiler çocuk dediğin çikolata ister et ister köfte ister bilirdim,2,2
D23765,sular kesik yemek siparişi verdim sipariş verdikten 2 dakika sular geldi hayattaki şansım,0,2
D23766,bütün liste websitesinde isterseniz okuldan alıyor çocuk isterseniz evden hazırlıyorsunuz yemek ücretsiz sipariş verilmeli hafta sipariş vermemişim listeyi evde yaptım,2,2
D23768,buz dolabı bozuldu evdeki attı annem dolayısıyla hiçbişi yok muhallebi ekmekle vanilyalı puding ekmek tadı ağır basıyor unu kavurup yapmış yaptı anlamadım yüzden edicem galiba karar verwbilirsem,2,2
D23769,arkadaşlar verdim 10 dakika geldi 10 on,1,2
D23770,annemle kilo vermeliyiz konuştuktan kahvaltıya pizza sipariş edip yemek seviyorum kadını ,1,2
D23772,aç değilim diyip etmeyen arkadaşım patatesimden yiyordur,2,2
D23786,yaşıtlarım evlilik iş gelecek planı yemek sepeti puanlama ıslak ver ,1,0
D23787,yemek sipariş ettik kurban olduklarım tatlıda gönderiişler ahahah,1,1
D23788,tam arkadaşlarla edeceğimizi düşünürken gelen mental breakdown,2,2
D23789,derdiniz cok buyuk cuneyt bey direk siparis vermek varken yemek sepeti gereksiz mecrayi araya sokarak havadanlirakazandirmayacak zeki oldugunuzu sanıyorum  ,0,0
D23790,yemek sepeti fiyasko evinizde yapıp tertemiz yemeğinizi tüketin direkt restorantın kendisinden sipariş verin sevgiler,0,2
D23791,nöbet parası neydi nöbette yemek sepetinden sipariş vermek demekti,2,2
D23792,gecenin yarısı edebildiğim şehir güzeldir,1,0
D23793,yemek sepetine sipariş verip hamburger yeme isteği çık aklımdan,1,2
D23794,tatlıyı yerken acıktığımızı fark ettiğimizde etmeyi unutmadık,2,2
D23795,tatlıyı yerken acıktığımızı fark ettiğimizde etmeyi unutmadık kulağa garip gelse tatlıdan yemek yemek tam bizlik işti,2,2
D23796,doğrudan konumdaki işletmelerden sipariş verin esnaf kan ağlıyor yemek sepetine komisyon ödemesin,0,0
D23797,sonra orhangaziden şikayet ediyormuşum pardon yemek istediğim şeyi sipariş edemiyorum,0,0
D23798,dışardan yemek yeme alıştığım az pizza sipariş ettim ev yapımı yiyemiyorum daha,1,2
D23799,dün gece sitelerde arkadaşın yanındayım yemek sepetinden sipariş verdim telefonla geri dönüş yaptılar yolda siparişi,2,0
D23801,asıl okul açıkken obezite çok gün dışarıdan yiye yiye 1 dönemde 10 kilo almıştım aile evine geldiğim,0,2
D23803,haberlerde değişiklik yoktur televizyonu kapatıp yatak odana doğru yürümeye başlarsın karnının acıktığını hissedersin evde yemek yoktur dolaptan bulduğun peksimet idare edersin edecek enerjin yoktur,0,2
D23804,yemek siparişi verirken yanlış eve sipariş ettiğim güvenlikçi abiyi aratıp abi bugün salağız,0,0
D23805,benim yaşamanın kötü yanı gün konuşamamak herhalde az yemek siparişini getiren kuryeyle konuştumki yanlış restoranttan sipariş verdiğimi farketmedim,1,0
D23806,disi kazmanın çalıştığım yere gelmiş etmiş masada oturuyor tek maske takmış masaya siparişi bırakırken,2,2
D23807,ah canım keşke gönderebilsem yemek sepetinden sipariş verebilirim özel,2,2
D23809,yemek sipariş ettim kurye sanırım manitasının yanına gitti,0,0
D23810,tekzene yemek getiren güzel yer bulup sipariş verdim ağlayarak yiyorum şimdi,1,2
D23811,şuanda konumlemde evimde yemeğim pişmedi karnım aç muhtarım söylemeye çekiniyorum diyen varsa üzer vebali,2,2
D23812,ütüsüz gömleğin varsa evde yemek kalk lokma yemek pişir gömleğini ütüle giyin ediyorsun ütücuye gömlek götürüyorsun velev bilmiyorsun devir bilgi çağı sor gugıla yutup izle allammm,0,2
D23813,kapıda ödemeli sipariş ediyorum yemek sepetinden,2,2
D23815,dün gece sitelerde arkadaşın yanındayım yemek sepetinden sipariş verdim telefonla geri dönüş yaptılar yolda siparişi,2,0
D23818,ara yemek siparişi vermiştim şimdi aklıma geldi siparis gelmedi,0,0
D23819,bence geriden gelen bilgiyi mantığı paylaştığınız pişmansınız silemediniz tuvaletiniz geldi unuttunuz ettiniz geldi unuttunuz çıkmanız gerekti kaynadı değil öyledir,2,2
D23820,2 dakika oldu yemek yok restoranı arıyoruz sipariş yok callcentera giriyorum 15 dakikadır çıkmıyor yapıcaz,0,0
D23821,twitter yemek sepeti sürekli sipariş verir kullanma saçmalığı kardeşim alıp kapına gelsin açıklar,1,2
D23822,yemek yapmaya üşenip  günde 3 defa yemeksepetinden sipariş vermeyi özledim,1,2
D23823,dunyasi gelip 25 liraya yediğimiz yemek internet sipariş verince 35 liraya gelıyor,0,0
D23824,hergün internet üzerinden biryere siparis vererek gelecek kişiyi mutlu ister yemek ismarlamak istiyorum kimsenin kimseyi görmesine bilmesine gerek duymadan demiş,1,2
D23825,eskiden yemek yedigin yerdeki çalışanlarla yerde tatil yapabilirmus gibiydik simdi sipariş yok tatil yok yok yok yok,2,2
D23826,evet kendime etmiştim kaosculardan yok şimdi bunları gömüp spora gidicem sağlıklı insanım görüyorsunuz dimi,1,2
D23827,şuan kız arkadaşım yemek sepetinden sipariş veriyor olabilirdik covid,2,2
D23828,sağlık çalışanlarının yemek sorunu yeni değil yıllardır hastahane yemekleri lağım gidin yemeyi deneyin nedenle çalışanlar yemeklerini getiriyor dışardan sipariş veriyor bunları haberleştiren yok,1,2
D23829,adamlığımdan insanlığımdan kardeşime ettim dediği şey abla spordan yeni çıktım yersem kaslarım erir sçrm kaslarına bre saygısızzzz,2,2
D23830,uzun zaman yemek sepetinden pizza sipariş veriyim al krdşm param olsun fiyatlar qral sömürülmüş hissediyorum,0,0
D23831,kazmanın çalıştığım yere gelmiş etmiş masada oturuyor tek maske takmış masaya siparişi bırakırken yiğanim zende eldivan yoğumu soruyor dayı pozitifim bulaşmamamamamamamasın diyor,0,0
D23832,yemek sepeti lokantaların kendisinden sipariş vermek uygun bence,1,0
D23833,teyzemin kartı bizde yemek siparis etmistik,2,2
D23834,yemek sipariş etmiştim beyti,2,2
D23835,annemler yokken ettik şuan hain ilan edildik ablamla tripte atiyorlar yok aile evi shjddjddhd,1,2
D23836,asıl okul açıkken obezite çok  gün dışarıdan yiye yiye 1 dönemde 10 kilo almıştım aile evine geldiğim,0,2
D23837,tam yemek siparis ediyodum amk,2,2
D23838,evimle olan mesafeyi hesaplayıp yemek sepetinden sipariş veririm,2,2
D23839,asıl okul açıkken obezite çok gün dışarıdan yiye yiye 1 dönemde 10 kilo almıştım aile evine geldiğim sağlıklı yemeye başladım  mutfağı olmayan yurda oncaliraverip gün dışarıdan cebinizi sağlığınızı yakıyor,0,1
D23840,siparis ettigim yemek gelmedi diyordum,0,2
D23841,terbiyesiz adam kurye maskesiz sipariş dağıttığını düşünemiyorum hamburgerleri şekilde bulaş riskiyle yolluyorsunuz göz yumuyorsunuz pisliğin getirdiği hamburgeri yemek mide cesaret lazım,0,0
D23846,moda oldu zamanın yeni kuşağına hadi eskiler bilir onlarda yenilere ayak uydurur oldu yemek sepeti köşe başında restoran kebapçı varken adım yakınken sepette vermek narin poposunu kaldırıp gitmeye üşenen insanların acizliği,0,2
D23847,teknoloji adam arabasının kapısı açılmadığında internetten sipariş ettiği yemek gelmediğinde bankadaki rakamlarına,0,2
D23848,neden yemek sepetinden lokma sipariş veremiyoruz nedeeennn,0,0
D23849,teknoloji adam arabasının kapısı açılmadığında internetten sipariş ettiği yemek gelmediğinde bankadaki rakamlarına,0,2
D23850,teknoloji adam arabasının kapısı açılmadığında internetten sipariş ettiği yemek gelmediğinde bankadaki rakamlarına,0,2
D23851,teknoloji adam arabasının kapısı açılmadığında internetten sipariş ettiği yemek gelmediğinde bankadaki rakamlarına ulaşmamamamamamamamadığında teknolojinin yenilebilir olmadığını anlayacak,0,2
D23852,şekilde oteli aramıştım normalde balık sipariş gönderiiyoruz olsun demişti şef yanına meze yollamış kral boğa burcu değiliz yemek yemeyi severiz,1,0
D23853,balıkçıya posta attım sipariş alıyo yemek şartları zeminleri değerlendiririm nur tanıyın beni,2,2
D23854,kurye aradı sipariş gecikti buçuk dakika geçti yemek masada bırakmışlar uğrayacak yerim istersen iptal et şikayet et tek isteğim gün aç karnımı doyurmaktı muhattap yok,0,0
D23855,yemek sepeti kullanmiyorum kullanmayida dusunmuyorum kapiya gelenlirafnla sipariş hizmetlerin suan auto konumunda evet boyle taninmis kisiler yaziyorda insanlar birazdaha bilincleniyor firmalarin umrunda degil alternatif degil buyuk ihtiyac ,0,0
D23856,yemek sipariş ettim yarım dakika oldu gelmedi çığlıklar yardım çığlıkları abiiiğğğ getirrr yemeğimii nolursunn,0,0
D23857,evlenince edersin kanka,2,2
D23858,yemek sepetiyle geçenlerde sipariş sorunu yaşadım 15 dak mesafeden 1 5 dakika geldi son oldu ,0,0
D23860,gelin yapalım yemek sepeti sektör tekel komisyonları sipariş başı %12 den %6 indirsin mutlu mesut olarak devam etsin sizde istediğiniz şekilde sipariş versin,1,0
D23861,evde yemek yapacak zamanı bulamamışız dün dışardan sipariş verdik çocuğumuzla ilgilenemedik gün giden telefonun bataryasını gelen telefonlardan dıılayı 3 kere doldurdum işin ek dersinde değilim keske açsalar okulları hayatım düzene girse,2,2
D23888,sivas özel 24 dakika yemek genel olarak kullanılan verdiğimde gelen kurye arkadaşların hocam kartı alın direk olarak arayın çok uygun oluyor demeleri çok nahif davranış geldi inceliğinize sağlık,1,0
D23889,bulaşıkları nerde yıkayacağız yemek sepeti gururu evi sipariş verirken yeşili koru seçeceğini seçmezler,2,2
D23890,bence yanılıyorsun not bizden siparişkonummüşteri köfte eksik gelmiş aradı 45 dakikayı geçen siparişlerde direk müşteri hizmetleri arıyor nerde sipariş iptal sebeplerini soruyor fiyatlara restoran telefon siparişi yemek sepeti siparişi,0,0
D23891,suç esnafta yemeksepetinden kolay yoldan sipariş gelmesine tamah ediyorlar yemek sepetine verecekleri parayla dijital ortamda reklam yapsalar çok az bütçeyle çok sipariş alırlar,0,0
D23892,eh allah sipariş verdiğim sevgilim geliyor be offfff yıkılıyor karizmaya bakın yürüyen karizma bismillahirrahmanirrahim analar neler doğuruyor tatlım yemek hazır,2,2
D23893,esnafın hali içler acısı yemeksepeti burnundan kıl aldırmıyor yüzde 12-20 arası komisyon alıyor esnaf kar etmiyor üründen  resmen sömürü düzeni lütfen esnafları direkt arayarak sipariş verin yemek sepetini menü kullanıyorum,0,0
D23894,joker indiriminden ettim 15 dakika şak iptal bekliyordum son dönemde sıkça olan bişey,0,0
D23895,medeniyetle kavuşmasını sürdüren büşra yemek sepetinden sipariş verip evin önündeki parkta sabahlayacak,1,2
D23896,tarz sitelerden etmedim,0,2
D23897,1 direk edeceğiniz restoranı arayıp telefonla varsa işletmenin web sitesi uygulaması üzerinden sipariş verebilirsiniz 2 yemekneredeyenir site olması lazım bakın cüneyt bey,2,2
D23898,geçen koli noodle aldıktan kendime söz vermiştim paramı yemek harcamıcam az deneme koli muzlu süt sipariş ettim,1,2
D23899,aç tok olmam önemli değil yemek sepetinde joker çıktığı anda sipariş veresim geliyo vermezsem pişman olacakmışım seferinde,1,0
D23900,geceleri açık pasadet açmaya karar verdim online sipariş sonuçta dakikate yemek sepetinde tatlı pasta arayan tek kişi değilimdir,2,2
D23901,yemek sepetinden sipariş verdim dakika 11 on pizza,1,2
D23902,şimdi öğrenci evinde çiğköfte sipariş edip hunharca yemek vardı çayıda yapardım gece sohbet muhabbet ,1,2
D23903,youtubea reklam veren firmalar nolur bırakın yakamı gidin aşko tayfaya burjuvaya reklam yapın cihan raya gelse yemek sepetinden getirden sipariş vermem,0,0
D23904,inşallah yaptıktan gitmiştir etmiştir yapardım,2,2
D23905,yemek sipariş verdiğimizde yanına bozuk almayıp cebinden post makinesını çıkaran abi geldi aklıma,2,2
D23906,yemek yapamam çok güzel yemeksepeti kuponlarım sipariş verebilirim,1,0
D23907,bahçelievler merkezi yerde keyifle verilecek yer kalmamıştır,0,0
D23908,yemek sepeti leşsin leş arkadaşımın evine sipariş veriyorum geliyor iş yerim evden yakın olmasına servis sağlanmıyor iptal telefoni geliyor yapacağınız işi yemek sepeti pişmanlıktır kullanmam,0,0
D23909,annemler yalova gitti yokken sakın hazır yemeyin evde yemek yapın demişti bizimkiler pizza sipariş etmiş,2,2
D23910,yemek sipariş etmiş evde bekliyorum sırada paketci,2,0
D23911,günlük hayatta çok emoji kullanıyorum az yemek sepetinde nota soğan koymazsanız sevinirim yazıp kırmızı kalp koydum asdfghj romantik sipariş     ,1,0
D23912,yemek sipariş etmiştim kurye pos cihazını unutmuş yarın uğrarım olmaz adam umursamadan olur olur gitti üstünden 2 gün geçti adam ortada yok motokurye sesine kapıya koşuyorum gel adam suçlu hissediyorum kötü ,0,0
D23913,amk pizzası italyadan geliyor yemek yapmadim siparis veriyorum 1 dakikai geçti gelmiyor şimdiye yemek yapardim cok gerginim,0,0
D23914,yalnız yaşadığım evde edince eve hayatım yemeğin geldi bağırıyorum diyorum yaklaşabilir salak sulak şeyler,2,2
D23915,yemek sepetinden siparis geldi amkodumun çocu 1 lahmacun soylemis not olarak suru şey saymış istemiş istemiş arayıp karı istiyo amkdumun dememek icin kendimi zor tutuyorum,0,0
D23916,yemek sepetinden siparis verdikten sey sormak icin aramislardir sosyal anksiyetem,0,0
D23917,"yemek sepetinden dakika menü seçtim sipariş ettim 2 dakika telefon çaldı konum gönderim dışı diyo olum baştan söylemiyonuz menü seçmeye uğraşmazdım 
",0,0
D23918,artık dışarıdan yemek söylemeyeceğim dememin akşamına kfc kova sipariş ettim,1,2
D23919,zaman etsem istediğim gelmiyor kuryeye ayıp olmasın uğraşıyor alıyorum yemeği seferinde ayıp oluyor,0,0
D23920,hep sipariş ettiğim dürümcü eve 7 km uzaklıkta  defa mekanda yiyeyim yemek sepeti mekandan ucuz cidden dengesizce memleket,0,0
D23921,%50 indirim olan sipariş vermediğim restorandan yemek söylemiştim çok lezzetliymiş sistem ikinci kez siparişe indirim vermiyor mecbur komşunun konumini vericez,1,0
D23922,yayını şarj merhaba con şirkete gittim pratik yaptım yemek yemediğim yuto beraber tavuk sipariş ettim hyojin yememiş yemeyeceğini söyledi mk spam sahanda yumurta yiyor,2,2
D23923,misafir gelen sipariş veriyor yemek yokmuş,2,2
D23924,tamam düştüğüne göre ayakkabı 5 adet sipariş veriyorumiletmşime geçip yemek ısmarlayacaklar görüşebilirim,2,2
D23925,çok acıktım bugünlük istedim gelmiyor birazdan açlıktan göçebilirimcnkxndakikadndjddn,0,0
D23926,beyruni şimdi soğuk acılı şalgam dersen adana uzak yemek sepetinden isteyecez bülent abladan onay tavsiyeye alıp sipariş edesim olurmu ablam,2,2
D23927,offf disardan yemek söyledim paramin yarisi gitti siparis ver butonuna bastigim an pisman oldum,0,2
